,bitscore,annotation
no_accession_number3538|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3539|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3540|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3541|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3542|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3543|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3544|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3545|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3546|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3547|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3548|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3549|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3550|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3551|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3552|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3553|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3554|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3555|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3556|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3557|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3558|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3559|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3560|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3561|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3562|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3563|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3564|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3565|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3566|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3567|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3568|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3569|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3570|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3571|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3572|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3573|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3574|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3575|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3576|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3577|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3578|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3579|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3580|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3581|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3582|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3583|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3584|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3585|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3586|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3587|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3588|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3589|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3590|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3591|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3592|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3593|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3594|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3595|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3596|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3597|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3598|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3599|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3600|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3601|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3602|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3603|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3604|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3605|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3606|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3607|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3608|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3609|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3610|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3611|Cas12a|blastp_CasPedia,1407.3,cas12a
no_accession_number3612|Cas12a|blastp_CasPedia,1407.0,cas12a
no_accession_number3613|Cas12a|blastp_CasPedia,1405.8,cas12a
no_accession_number3614|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3615|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3616|Cas12a|blastp_CasPedia,1407.0,cas12a
no_accession_number3617|Cas12a|blastp_CasPedia,1407.0,cas12a
no_accession_number3618|Cas12a|blastp_CasPedia,1407.0,cas12a
no_accession_number3619|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3620|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3621|Cas12a|blastp_CasPedia,1407.0,cas12a
no_accession_number3622|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3623|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3624|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3625|Cas12a|blastp_CasPedia,1407.0,cas12a
no_accession_number3626|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3627|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3628|Cas12a|blastp_CasPedia,1407.0,cas12a
no_accession_number3629|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3630|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3631|Cas12a|blastp_CasPedia,1407.0,cas12a
no_accession_number3632|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3633|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3634|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3635|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3636|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3637|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3638|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3639|Cas12a|blastp_CasPedia,1407.0,cas12a
no_accession_number3640|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3641|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3642|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3643|Cas12a|blastp_CasPedia,1407.4,cas12a
no_accession_number3644|Cas12a|blastp_CasPedia,1407.0,cas12a
no_accession_number3645|Cas12a|blastp_CasPedia,1407.1,cas12a
no_accession_number3646|Cas12a|blastp_CasPedia,1406.6,cas12a
no_accession_number3647|Cas12a|blastp_CasPedia,1406.6,cas12a
no_accession_number3648|Cas12a|blastp_CasPedia,1406.6,cas12a
no_accession_number3649|Cas12a|blastp_CasPedia,1407.0,cas12a
no_accession_number3650|Cas12a|blastp_CasPedia,1406.9,cas12a
no_accession_number3651|Cas12a|blastp_CasPedia,1406.9,cas12a
no_accession_number3652|Cas12a|blastp_CasPedia,1406.9,cas12a
no_accession_number3653|Cas12a|blastp_CasPedia,1406.9,cas12a
no_accession_number3654|Cas12a|blastp_CasPedia,1406.9,cas12a
no_accession_number3655|Cas12a|blastp_CasPedia,1406.9,cas12a
no_accession_number3656|Cas12a|blastp_CasPedia,1406.6,cas12a
no_accession_number3657|Cas12a|blastp_CasPedia,1406.1,cas12a
no_accession_number3658|Cas12a|blastp_CasPedia,1404.2,cas12a
no_accession_number3659|Cas12a|blastp_CasPedia,1404.2,cas12a
no_accession_number3660|Cas12a|blastp_CasPedia,1410.2,cas12a
no_accession_number3661|Cas12a|blastp_CasPedia,1410.2,cas12a
no_accession_number3662|Cas12a|blastp_CasPedia,1410.2,cas12a
no_accession_number3663|Cas12a|blastp_CasPedia,1410.2,cas12a
no_accession_number3664|Cas12a|blastp_CasPedia,1410.2,cas12a
no_accession_number3665|Cas12a|blastp_CasPedia,1410.2,cas12a
no_accession_number3666|Cas12a|blastp_CasPedia,1410.2,cas12a
no_accession_number3667|Cas12a|blastp_CasPedia,1410.2,cas12a
no_accession_number3668|Cas12a|blastp_CasPedia,1410.2,cas12a
no_accession_number3669|Cas12a|blastp_CasPedia,1407.2,cas12a
no_accession_number3670|Cas12a|blastp_CasPedia,1404.9,cas12a
no_accession_number3671|Cas12a|blastp_CasPedia,1407.2,cas12a
no_accession_number3672|Cas12a|blastp_CasPedia,1407.2,cas12a
no_accession_number3673|Cas12a|blastp_CasPedia,1407.2,cas12a
no_accession_number3674|Cas12a|blastp_CasPedia,1407.2,cas12a
no_accession_number3675|Cas12a|blastp_CasPedia,1407.2,cas12a
no_accession_number3676|Cas12a|blastp_CasPedia,1411.9,cas12a
no_accession_number3677|Cas12a|blastp_CasPedia,1411.9,cas12a
no_accession_number3678|Cas12a|blastp_CasPedia,1411.9,cas12a
no_accession_number3679|Cas12a|blastp_CasPedia,1410.1,cas12a
no_accession_number3680|Cas12a|blastp_CasPedia,1406.5,cas12a
no_accession_number3681|Cas12a|blastp_CasPedia,1401.7,cas12a
no_accession_number3682|Cas12a|blastp_CasPedia,1406.2,cas12a
no_accession_number3683|Cas12a|blastp_CasPedia,1403.0,cas12a
no_accession_number3684|Cas12a|blastp_CasPedia,1412.1,cas12a
no_accession_number3685|Cas12a|blastp_CasPedia,1412.1,cas12a
no_accession_number3686|Cas12a|blastp_CasPedia,1412.1,cas12a
no_accession_number3687|Cas12a|blastp_CasPedia,1412.1,cas12a
no_accession_number3688|Cas12a|blastp_CasPedia,1412.1,cas12a
no_accession_number3689|Cas12a|blastp_CasPedia,1412.1,cas12a
no_accession_number3690|Cas12a|blastp_CasPedia,1412.1,cas12a
no_accession_number3691|Cas12a|blastp_CasPedia,1412.1,cas12a
no_accession_number3692|Cas12a|blastp_CasPedia,1412.1,cas12a
no_accession_number3693|Cas12a|blastp_CasPedia,1406.6,cas12a
no_accession_number3694|Cas12a|blastp_CasPedia,1406.6,cas12a
no_accession_number3695|Cas12a|blastp_CasPedia,1406.6,cas12a
no_accession_number3696|Cas12a|blastp_CasPedia,1406.6,cas12a
no_accession_number3697|Cas12a|blastp_CasPedia,1406.6,cas12a
no_accession_number3698|Cas12a|blastp_CasPedia,1406.6,cas12a
no_accession_number3699|Cas12a|blastp_CasPedia,1406.6,cas12a
no_accession_number3700|Cas12a|blastp_CasPedia,1406.6,cas12a
no_accession_number3701|Cas12a|blastp_CasPedia,1406.6,cas12a
no_accession_number3702|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3703|Cas12a|blastp_CasPedia,1404.2,cas12a
no_accession_number3704|Cas12a|blastp_CasPedia,1404.2,cas12a
no_accession_number3705|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3706|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3707|Cas12a|blastp_CasPedia,1404.2,cas12a
no_accession_number3708|Cas12a|blastp_CasPedia,1415.0,cas12a
no_accession_number3709|Cas12a|blastp_CasPedia,1411.6,cas12a
no_accession_number3710|Cas12a|blastp_CasPedia,1405.2,cas12a
no_accession_number3711|Cas12a|blastp_CasPedia,1405.2,cas12a
no_accession_number3712|Cas12a|blastp_CasPedia,1411.6,cas12a
no_accession_number3713|Cas12a|blastp_CasPedia,1411.6,cas12a
no_accession_number3714|Cas12a|blastp_CasPedia,1411.6,cas12a
no_accession_number3715|Cas12a|blastp_CasPedia,1411.6,cas12a
no_accession_number3716|Cas12a|blastp_CasPedia,1411.6,cas12a
no_accession_number3717|Cas12a|blastp_CasPedia,1411.6,cas12a
no_accession_number3718|Cas12a|blastp_CasPedia,1411.6,cas12a
no_accession_number3719|Cas12a|blastp_CasPedia,1405.2,cas12a
no_accession_number3720|Cas12a|blastp_CasPedia,1405.2,cas12a
no_accession_number3721|Cas12a|blastp_CasPedia,1411.6,cas12a
no_accession_number3722|Cas12a|blastp_CasPedia,1411.6,cas12a
no_accession_number3723|Cas12a|blastp_CasPedia,1406.9,cas12a
no_accession_number3724|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3725|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3726|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3727|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3728|Cas12a|blastp_CasPedia,1408.7,cas12a
no_accession_number3729|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3730|Cas12a|blastp_CasPedia,1408.7,cas12a
no_accession_number3731|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3732|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3733|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3734|Cas12a|blastp_CasPedia,1408.7,cas12a
no_accession_number3735|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3736|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3737|Cas12a|blastp_CasPedia,1408.7,cas12a
no_accession_number3738|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3739|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3740|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3741|Cas12a|blastp_CasPedia,1408.7,cas12a
no_accession_number3742|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3743|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3744|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3745|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3746|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3747|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3748|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3749|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3750|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3751|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3752|Cas12a|blastp_CasPedia,1408.7,cas12a
no_accession_number3753|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3754|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3755|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3756|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3757|Cas12a|blastp_CasPedia,1408.7,cas12a
no_accession_number3758|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3759|Cas12a|blastp_CasPedia,1408.7,cas12a
no_accession_number3760|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3761|Cas12a|blastp_CasPedia,1408.7,cas12a
no_accession_number3762|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3763|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3764|Cas12a|blastp_CasPedia,1408.2,cas12a
no_accession_number3765|Cas12a|blastp_CasPedia,1408.7,cas12a
no_accession_number3766|Cas12a|blastp_CasPedia,1408.7,cas12a
no_accession_number3767|Cas12a|blastp_CasPedia,1408.7,cas12a
no_accession_number3768|Cas12a|blastp_CasPedia,1408.7,cas12a
no_accession_number3769|Cas12a|blastp_CasPedia,1408.7,cas12a
no_accession_number3770|Cas12a|blastp_CasPedia,1405.8,cas12a
no_accession_number3771|Cas12a|blastp_CasPedia,1408.5,cas12a
no_accession_number3772|Cas12a|blastp_CasPedia,1408.5,cas12a
no_accession_number3773|Cas12a|blastp_CasPedia,1408.5,cas12a
no_accession_number3774|Cas12a|blastp_CasPedia,1408.5,cas12a
no_accession_number3775|Cas12a|blastp_CasPedia,1408.5,cas12a
no_accession_number3776|Cas12a|blastp_CasPedia,1408.4,cas12a
no_accession_number3777|Cas12a|blastp_CasPedia,1410.3,cas12a
no_accession_number3778|Cas12a|blastp_CasPedia,1410.3,cas12a
no_accession_number3779|Cas12a|blastp_CasPedia,1407.2,cas12a
no_accession_number3780|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3781|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3782|Cas12a|blastp_CasPedia,1408.4,cas12a
no_accession_number3783|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3784|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3785|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3786|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3787|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3788|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3789|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3790|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3791|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3792|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3793|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3794|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3795|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3796|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3797|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3798|Cas12a|blastp_CasPedia,1408.4,cas12a
no_accession_number3799|Cas12a|blastp_CasPedia,1408.4,cas12a
no_accession_number3800|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3801|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3802|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3803|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3804|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3805|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3806|Cas12a|blastp_CasPedia,1412.9,cas12a
no_accession_number3807|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3808|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3809|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3810|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3811|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3812|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3813|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3814|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3815|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3816|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3817|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3818|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3819|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3820|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3821|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3822|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3823|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3824|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3825|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3826|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3827|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3828|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3829|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3830|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3831|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3832|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3833|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3834|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3835|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3836|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3837|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3838|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3839|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3840|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3841|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3842|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3843|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3844|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3845|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3846|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3847|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3848|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3849|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3850|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3851|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3852|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3853|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3854|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3855|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3856|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3857|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3858|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3859|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3860|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3861|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3862|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3863|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3864|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3865|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3866|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3867|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3868|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3869|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3870|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3871|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3872|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3873|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3874|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3875|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3876|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3877|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3878|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3879|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3880|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3881|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3882|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3883|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3884|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3885|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3886|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3887|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3888|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3889|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3890|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3891|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3892|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3893|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3894|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3895|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3896|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3897|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3898|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3899|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3900|Cas12a|blastp_CasPedia,1414.9,cas12a
no_accession_number3901|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3902|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3903|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3904|Cas12a|blastp_CasPedia,1412.4,cas12a
no_accession_number3905|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3906|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3907|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3908|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3909|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3910|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3911|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3912|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3913|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3914|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3915|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3916|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3917|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3918|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3919|Cas12a|blastp_CasPedia,1412.4,cas12a
no_accession_number3920|Cas12a|blastp_CasPedia,1412.4,cas12a
no_accession_number3921|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3922|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3923|Cas12a|blastp_CasPedia,1412.4,cas12a
no_accession_number3924|Cas12a|blastp_CasPedia,1412.4,cas12a
no_accession_number3925|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3926|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3927|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3928|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3929|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3930|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3931|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3932|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3933|Cas12a|blastp_CasPedia,1414.0,cas12a
no_accession_number3934|Cas12a|blastp_CasPedia,1413.6,cas12a
no_accession_number3935|Cas12a|blastp_CasPedia,1410.7,cas12a
no_accession_number3936|Cas12a|blastp_CasPedia,1410.7,cas12a
